unique,paperID,year,full.ref,pubtype,ocean,ocean.reg,hemi,lat,long,depth,size,no.sites,notes.geo,yrstart,yrend,timespan,yrsdata,data.pattern,no.datapt,note.time,paper.gp,group,spp,comm.name,lifestage,trophic,range.sect,spp.type,other.attributes,fishing,no.spp,note.spp,obstype,detailobs,phen.type,phen.season,dist.type,dist.indice,dec.direct,dist.direct,dec.val,dec.unit,dec.source,dec.test,deg.direct,deg.val,deg.unit,deg.source,deg.test,note.bio,consistent with general expectation,consistent,cc.var,detailsccvar,cctest,other.ccvar,attribution,atrib.test,note.attrib,tempac,spatialac,alt.factor,prim.alt,note.cc,mechanism,cc.warm.global
69,1011,2008,"Wethey, D. S. and S. A. Woodin. 2008. Ecological hindcasting of biogeographic responses to climate change in the European intertidal zone. Hydrobiologia 606:139-151.",Peer-reviewed journal,North-east Atlantic,Atlantic Ocean,Northern,43,-9.3,Intertidal/Coastal/Estuarine,10000,50,"Iberia contraction in Galicia  >50 study sites, 50 put for clarity sake",1972,2006,35,4,Two periods,75,"compare 1872, 1955, 1963, 1971, 2005-2006. Data points approx",Benthic crustacea,Taxa,Semibalanus balanoides ,NA,Multiple life stages,Secondary consumer : Omnivore suspension feeder,Trailing edge,Cold water,NA,Not exploited,2,NA,Distribution,Polewards range contraction in Galicia,NA,NA,Range edge (popn/site),Range,Negative,1,-10,km,Calculated from manuscript or supplementary material,Not tested,Negative,NA,NA,NA,Not tested,region of cold water upwelling hence both northwards and southwards contractions towards upwelling region. Dec.test was 'Not tested' because no statistical test used (but model test used),Yes,Consistent,Temperature,Mean monthly SST,Yes statistically significant,NA,Yes significant,Other ,Biophysical Model with multiple climate variables,NA,NA,Authors suggest other factors may have contributed to observed change,Other,rejected summer heat death hypothesis and day length hypothesis but not winter cold reprodcution limitation hypothesis,Temperature limiting reprroduction,Demonstrated change in regional climate (eg warming or sea ice reduction)
70,1011,2008,"Wethey, D. S. and S. A. Woodin. 2008. Ecological hindcasting of biogeographic responses to climate change in the European intertidal zone. Hydrobiologia 606:139-151.",Peer-reviewed journal,North-east Atlantic,Atlantic Ocean,Northern,46,-1.4,Intertidal/Coastal/Estuarine,10000,50,"St Jean de Luz to Sables d'Olonne, France, >50 study sites, 50 put for clarity sake",1972,2006,35,2,Two periods,75,"compare 1872, 1955, 1963, 1971, 2005-2006. Data points approx",Benthic crustacea,Taxa,Semibalanus balanoides ,NA,Multiple life stages,Secondary consumer : Omnivore suspension feeder,Trailing edge,Cold water,NA,Not exploited,2,NA,Distribution,Northward range contraction,NA,NA,Range edge (popn/site),Range,Negative,1,-50,km,Given in manuscript or supplementary material,Not tested,Negative,NA,NA,NA,Not tested,region of cold water upwelling hence both northwards and southwards contractions towards upwelling region. Dec.test was 'Not tested' because no statistical test used (but model test used),,Consistent,Temperature,Mean monthly SST,Yes statistically significant,NA,Yes significant,Other ,Biophysical Model with multiple climate variables,NA,NA,Authors suggest other factors may have contributed to observed change,Other,Rejected summer heat death hypothesis and day length hypothesis but not winter cold reproduction limitation hypothesis,Temperature limiting reprroduction,Demonstrated change in regional climate (eg warming or sea ice reduction)
72,1011,2008,"Wethey, D. S. and S. A. Woodin. 2008. Ecological hindcasting of biogeographic responses to climate change in the European intertidal zone. Hydrobiologia 606:139-151.",Peer-reviewed journal,North-east Atlantic,Atlantic Ocean,Northern,43,-9.3,Intertidal/Coastal/Estuarine,10000,50,"Iberia extension >50 study sites, 50 put for clarity sake",1923,2006,84,5,Two periods,75,"compare 3 time periods 1898, 1923, 2006  Data points approx",Benthic invert. (other),Taxa,Diopatra neapolitana,NA,Multiple life stages,Secondary consumer : Omnivore suspension feeder,Leading edge,Warm water,NA,Not exploited,2,NA,Distribution,Northward range expansion,NA,NA,Range edge (popn/site),Range,Positive,1,36,km,Given in manuscript or supplementary material,Not tested,Positive,NA,NA,NA,Not tested,region of cold water upwelling hence both northwards and southwards contractions towards upwelling region. Dec.test was 'Not tested' because no statistical test used (but model test used),,Consistent,Temperature,Mean monthly SST,Yes statistically significant,NA,Yes significant,Other ,Biophysical Model with multiple climate variables,NA,NA,Not mentioned,Other,winter cold limitation and summer limitation hypothesis not rejected,Temperature limitation,Demonstrated change in regional climate (eg warming or sea ice reduction)
73,1012,2005,"Simkanin, C., A. Power, A. Myers, D. McGrath, A. Southward, N. Mieszkowska, R. Leaper, and R. O'Riordan. 2005. Using historical data to detect temporal changes in the abundances of intertidal species on Irish shores. Journal of the Marine Biological Assoc",Peer-reviewed journal,North-east Atlantic,Atlantic Ocean,Northern,51.9,-10.5,Intertidal/Coastal/Estuarine,100000,63,Full coastline of Ireland & NI sampled,1958,2003,46,2,Two periods,92,NA,Benthic algae,Taxa,Alaria esculenta ,Dabberlocks,Multiple life stages - juvenile and older (not egg or larvae),Primary producer,Centre,Cold water,Habitat forming,Not exploited,24,NA,Abundance,Changes in abundance,NA,NA,NA,NA,Negative,NA,NA,NA,Given in manuscript or supplementary material,Yes statistically significant,Negative,NA,NA,NA,Not tested,NA,,Consistent,Temperature,Mean annual SST,Tested in another study,NA,Not tested,NA,NA,NA,NA,Authors suggest other factors may have contributed to observed change,Operator/observational error,NA,Temperature limitation,Only discussed in relation to climate change (eg first observation records)
74,1012,2005,"Simkanin, C., A. Power, A. Myers, D. McGrath, A. Southward, N. Mieszkowska, R. Leaper, and R. O'Riordan. 2005. Using historical data to detect temporal changes in the abundances of intertidal species on Irish shores. Journal of the Marine Biological Assoc",Peer-reviewed journal,North-east Atlantic,Atlantic Ocean,Northern,51.9,-10.5,Intertidal/Coastal/Estuarine,100000,63,Full coastline of Ireland & NI sampled,1958,2003,46,2,Two periods,92,NA,Benthic crustacea,Taxa,Balanus crenatus ,NA,Multiple life stages - juvenile and older (not egg or larvae),Primary consumer: Herbivore grazer and browser,Centre,Cold water,NA,Not exploited,24,NA,Abundance,Changes in abundance,NA,NA,NA,NA,Negative,NA,NA,NA,Given in manuscript or supplementary material,Yes statistically significant,Negative,NA,NA,NA,Not tested,NA,,Consistent,Temperature,Mean annual SST,Tested in another study,NA,Not tested,NA,NA,NA,NA,Authors suggest other factors may have contributed to observed change,Operator/observational error,NA,Temperature limitation,Only discussed in relation to climate change (eg first observation records)
75,1012,2005,"Simkanin, C., A. Power, A. Myers, D. McGrath, A. Southward, N. Mieszkowska, R. Leaper, and R. O'Riordan. 2005. Using historical data to detect temporal changes in the abundances of intertidal species on Irish shores. Journal of the Marine Biological Assoc",Peer-reviewed journal,North-east Atlantic,Atlantic Ocean,Northern,51.9,-10.5,Intertidal/Coastal/Estuarine,100000,63,Full coastline of Ireland & NI sampled,1958,2003,46,2,Two periods,92,NA,Benthic algae,Taxa,Laminaria hyperborea ,NA,Multiple life stages - juvenile and older (not egg or larvae),Primary producer,Centre,Cold water,Habitat forming,Not exploited,24,NA,Abundance,Changes in abundance,NA,NA,NA,NA,Negative,NA,NA,NA,Given in manuscript or supplementary material,Yes statistically significant,Negative,NA,NA,NA,Not tested,NA,,Consistent,Temperature,Mean annual SST,Tested in another study,NA,Not tested,NA,NA,NA,NA,Authors suggest other factors may have contributed to observed change,Operator/observational error,NA,Temperature limitation,Only discussed in relation to climate change (eg first observation records)
76,1012,2005,"Simkanin, C., A. Power, A. Myers, D. McGrath, A. Southward, N. Mieszkowska, R. Leaper, and R. O'Riordan. 2005. Using historical data to detect temporal changes in the abundances of intertidal species on Irish shores. Journal of the Marine Biological Assoc",Peer-reviewed journal,North-east Atlantic,Atlantic Ocean,Northern,51.9,-10.5,Intertidal/Coastal/Estuarine,100000,63,Full coastline of Ireland & NI sampled,1958,2003,46,2,Two periods,92,NA,Benthic algae,Taxa,Laminaria saccharina ,NA,Multiple life stages - juvenile and older (not egg or larvae),Primary producer,Centre,Cold water,Habitat forming,Not exploited,24,NA,Abundance,Changes in abundance,NA,NA,NA,NA,Negative,NA,NA,NA,Given in manuscript or supplementary material,Yes statistically significant,Negative,NA,NA,NA,Not tested,NA,,Consistent,Temperature,Mean annual SST,Tested in another study,NA,Not tested,NA,NA,NA,NA,Authors suggest other factors may have contributed to observed change,Operator/observational error,NA,Temperature limitation,Only discussed in relation to climate change (eg first observation records)
77,1012,2005,"Simkanin, C., A. Power, A. Myers, D. McGrath, A. Southward, N. Mieszkowska, R. Leaper, and R. O'Riordan. 2005. Using historical data to detect temporal changes in the abundances of intertidal species on Irish shores. Journal of the Marine Biological Assoc",Peer-reviewed journal,North-east Atlantic,Atlantic Ocean,Northern,53.74,-6.11,Intertidal/Coastal/Estuarine,100000,63,Full coastline of Ireland & NI sampled,1958,2003,46,2,Two periods,92,NA,Benthic molluscs,Taxa,Littorina littorea ,Common periwinkle,Multiple life stages - juvenile and older (not egg or larvae),Primary consumer: Herbivore grazer and browser,Centre,Cold water,NA,Exploited,24,NA,Abundance,Changes in abundance,NA,NA,NA,NA,Negative,NA,NA,NA,Given in manuscript or supplementary material,Yes statistically significant,Negative,NA,NA,NA,Not tested,NA,,Consistent,Temperature,Mean annual SST,Tested in another study,NA,Not tested,NA,NA,NA,NA,Authors suggest other factors may have contributed to observed change,Exploitation direct,NA,Temperature limitation,Only discussed in relation to climate change (eg first observation records)
78,1012,2005,"Simkanin, C., A. Power, A. Myers, D. McGrath, A. Southward, N. Mieszkowska, R. Leaper, and R. O'Riordan. 2005. Using historical data to detect temporal changes in the abundances of intertidal species on Irish shores. Journal of the Marine Biological Assoc",Peer-reviewed journal,North-east Atlantic,Atlantic Ocean,Northern,51.8,-10.4,Intertidal/Coastal/Estuarine,100000,63,Full coastline of Ireland & NI sampled,1958,2003,46,2,Two periods,92,NA,Benthic algae,Taxa,Codium spp. ,NA,Multiple life stages - juvenile and older (not egg or larvae),Primary producer,Centre,Cosmopolitan,NA,Not exploited,24,NA,Abundance,Changes in abundance,NA,NA,NA,NA,Negative,NA,NA,NA,Given in manuscript or supplementary material,Yes statistically significant,Negative,NA,NA,NA,Not tested,NA,,Consistent,Temperature,Mean annual SST,Tested in another study,NA,Not tested,NA,NA,NA,NA,Authors suggest other factors may have contributed to observed change,Operator/observational error,NA,Temperature limitation,Only discussed in relation to climate change (eg first observation records)
79,1012,2005,"Simkanin, C., A. Power, A. Myers, D. McGrath, A. Southward, N. Mieszkowska, R. Leaper, and R. O'Riordan. 2005. Using historical data to detect temporal changes in the abundances of intertidal species on Irish shores. Journal of the Marine Biological Assoc",Peer-reviewed journal,North-east Atlantic,Atlantic Ocean,Northern,53.9,-6.1,Intertidal/Coastal/Estuarine,100000,63,Full coastline of Ireland & NI sampled,1958,2003,46,2,Two periods,92,NA,Benthic crustacea,Taxa,Elminius modestus,NA,Multiple life stages - juvenile and older (not egg or larvae),Primary consumer: Herbivore grazer and browser,Leading edge,Warm water,Invasive species,Not exploited,24,NA,Abundance,Changes in abundance,NA,NA,NA,NA,Positive,NA,NA,NA,Given in manuscript or supplementary material,Yes statistically significant,Positive,NA,NA,NA,Not tested,NA,,Consistent,Temperature,Mean annual SST,Tested in another study,NA,Not tested,NA,NA,NA,NA,Authors suggest other factors may have contributed to observed change,Operator/observational error,NA,Temperature limitation,Only discussed in relation to climate change (eg first observation records)
80,1012,2005,"Simkanin, C., A. Power, A. Myers, D. McGrath, A. Southward, N. Mieszkowska, R. Leaper, and R. O'Riordan. 2005. Using historical data to detect temporal changes in the abundances of intertidal species on Irish shores. Journal of the Marine Biological Assoc",Peer-reviewed journal,North-east Atlantic,Atlantic Ocean,Northern,53.74,-6.11,Intertidal/Coastal/Estuarine,100000,63,Full coastline of Ireland & NI sampled,1958,2003,46,2,Two periods,92,NA,Benthic algae,Taxa,Ascophyllum nodosum ,NA,Multiple life stages - juvenile and older (not egg or larvae),Primary producer,Centre,Cold water,Habitat forming,Exploited,24,NA,Abundance,Changes in abundance,NA,NA,NA,NA,No change,NA,NA,NA,NA,Not statistically significant,No change,NA,NA,NA,Not tested,NA,,No change,Temperature,Mean annual SST,Tested in another study,NA,Not tested,NA,NA,NA,NA,Not mentioned,NA,NA,Temperature limitation,Only discussed in relation to climate change (eg first observation records)
81,1012,2005,"Simkanin, C., A. Power, A. Myers, D. McGrath, A. Southward, N. Mieszkowska, R. Leaper, and R. O'Riordan. 2005. Using historical data to detect temporal changes in the abundances of intertidal species on Irish shores. Journal of the Marine Biological Assoc",Peer-reviewed journal,North-east Atlantic,Atlantic Ocean,Northern,53.74,-6.11,Intertidal/Coastal/Estuarine,100000,63,Full coastline of Ireland & NI sampled,1958,2003,46,2,Two periods,92,NA,Benthic algae,Taxa,Chondrus crispus ,Carrageen,Multiple life stages - juvenile and older (not egg or larvae),Primary producer,Centre,Cold water,NA,Not exploited,24,NA,Abundance,Changes in abundance,NA,NA,NA,NA,No change,NA,NA,NA,NA,Not statistically significant,No change,NA,NA,NA,Not tested,NA,,No change,Temperature,Mean annual SST,Tested in another study,NA,Not tested,NA,NA,NA,NA,Not mentioned,NA,NA,Temperature limitation,Only discussed in relation to climate change (eg first observation records)
82,1012,2005,"Simkanin, C., A. Power, A. Myers, D. McGrath, A. Southward, N. Mieszkowska, R. Leaper, and R. O'Riordan. 2005. Using historical data to detect temporal changes in the abundances of intertidal species on Irish shores. Journal of the Marine Biological Assoc",Peer-reviewed journal,North-east Atlantic,Atlantic Ocean,Northern,53.74,-6.11,Intertidal/Coastal/Estuarine,100000,63,Full coastline of Ireland & NI sampled,1958,2003,46,2,Two periods,92,NA,Benthic algae,Taxa,Halidrys siliquosa ,NA,Multiple life stages - juvenile and older (not egg or larvae),Primary producer,Centre,Cold water,NA,Not exploited,24,NA,Abundance,Changes in abundance,NA,NA,NA,NA,No change,NA,NA,NA,NA,Not statistically significant,No change,NA,NA,NA,Not tested,NA,,No change,Temperature,Mean annual SST,Tested in another study,NA,Not tested,NA,NA,NA,NA,Not mentioned,NA,NA,Temperature limitation,Only discussed in relation to climate change (eg first observation records)
83,1012,2005,"Simkanin, C., A. Power, A. Myers, D. McGrath, A. Southward, N. Mieszkowska, R. Leaper, and R. O'Riordan. 2005. Using historical data to detect temporal changes in the abundances of intertidal species on Irish shores. Journal of the Marine Biological Assoc",Peer-reviewed journal,North-east Atlantic,Atlantic Ocean,Northern,53.74,-6.11,Intertidal/Coastal/Estuarine,100000,63,Full coastline of Ireland & NI sampled,1958,2003,46,2,Two periods,92,NA,Benthic algae,Taxa,Himanthalia elongata ,NA,Multiple life stages - juvenile and older (not egg or larvae),Primary producer,Centre,Cold water,NA,Not exploited,24,NA,Abundance,Changes in abundance,NA,NA,NA,NA,No change,NA,NA,NA,NA,Not statistically significant,No change,NA,NA,NA,Not tested,NA,,No change,Temperature,Mean annual SST,Tested in another study,NA,Not tested,NA,NA,NA,NA,Not mentioned,NA,NA,Temperature limitation,Only discussed in relation to climate change (eg first observation records)
