Full reference,Ocean Region,Taxa,Species,Range edge,Latitude,Longitude,Start Year,Timespan,Shift,Rate,Consistency,
"Pitt N, et al. (2010) Climate-driven range changes in Tasmanian intertidal fauna. Marine and Freshwater Research 61: 963-970",South Pacific HLSBS west,Benthic crustacea,Catomerus polymerus,Leading,-43.57,146.93,1955,54,expansion,3.7,Consistent,
"Pitt N, et al. (2010) Climate-driven range changes in Tasmanian intertidal fauna. Marine and Freshwater Research 61: 963-970",South Pacific HLSBS west,Benthic crustacea,Tetraclitella purpurascens,Leading,-43.57,146.93,1955,54,expansion,12.9,Consistent,
"Pitt N, et al. (2010) Climate-driven range changes in Tasmanian intertidal fauna. Marine and Freshwater Research 61: 963-970",South Pacific HLSBS west,Benthic crustacea,Austromegabalanus nigrescens,Leading,-43.22,147.9,1955,54,expansion,46.3,Consistent,
"Pitt N, et al. (2010) Climate-driven range changes in Tasmanian intertidal fauna. Marine and Freshwater Research 61: 963-970",South Pacific HLSBS west,Benthic molluscs,Notoacmea petterdi,Leading,-43.57,146.93,1955,54,expansion,16.7,Consistent,
"Pitt N, et al. (2010) Climate-driven range changes in Tasmanian intertidal fauna. Marine and Freshwater Research 61: 963-970",South Pacific HLSBS west,Benthic molluscs,Austrocochlea constricta,Leading,-43.01,147.93,1955,54,expansion,42.6,Consistent,
"Pitt N, et al. (2010) Climate-driven range changes in Tasmanian intertidal fauna. Marine and Freshwater Research 61: 963-970",South Pacific HLSBS west,Benthic molluscs,Nerita sp,Leading,-43.01,147.93,1955,54,expansion,23.1,Consistent,
"Pitt N, et al. (2010) Climate-driven range changes in Tasmanian intertidal fauna. Marine and Freshwater Research 61: 963-970",South Pacific HLSBS west,Benthic molluscs,Bembicium nanum,Leading,-43.01,147.93,1955,54,expansion,23.1,Consistent,
"Pitt N, et al. (2010) Climate-driven range changes in Tasmanian intertidal fauna. Marine and Freshwater Research 61: 963-970",South Pacific HLSBS west,Benthic molluscs,Nodilittorina unifasciata,Leading,-43.57,146.93,1955,54,expansion,3.7,Consistent,
"Pitt N, et al. (2010) Climate-driven range changes in Tasmanian intertidal fauna. Marine and Freshwater Research 61: 963-970",South Pacific HLSBS west,Benthic molluscs,Dicathais orbita,Leading,-43.22,147.9,1955,54,expansion,22.2,Consistent,
"Pitt N, et al. (2010) Climate-driven range changes in Tasmanian intertidal fauna. Marine and Freshwater Research 61: 963-970",South Pacific HLSBS west,Benthic molluscs,Cominella lineolata,Leading,-43.57,146.93,1955,54,expansion,43.5,Consistent,
"Pitt N, et al. (2010) Climate-driven range changes in Tasmanian intertidal fauna. Marine and Freshwater Research 61: 963-970",South Pacific HLSBS west,Benthic invert. (other),Patiriella calcar,Leading,-43.57,146.93,1955,54,expansion,43.5,Consistent,
"Pitt N, et al. (2010) Climate-driven range changes in Tasmanian intertidal fauna. Marine and Freshwater Research 61: 963-970",South Pacific HLSBS west,Benthic invert. (other),Patiriella exigua,Leading,-43.01,147.93,1955,54,expansion,22.2,Consistent,
"Poloczanska, E.S. et al. (2011). Little change in the distribution of rocky shore faunal communities on the East Australian coast after 50 years of rapid warming. Journal of Experimental Marine Biology and Ecology 400:145-154.",South Pacific HLSBS west,Benthic cnidarians,Actinia tenebrosa,Trailing,-25.9,153.3,1955,54,no change,0,No change,
"Poloczanska, E.S. et al. (2011). Little change in the distribution of rocky shore faunal communities on the East Australian coast after 50 years of rapid warming. Journal of Experimental Marine Biology and Ecology 400:145-154.",South Pacific HLSBS west,Benthic cnidarians,Aulactinia verator,Trailing,-25.9,153.3,1955,54,contraction,-31.5,Consistent,
"Poloczanska, E.S. et al. (2011). Little change in the distribution of rocky shore faunal communities on the East Australian coast after 50 years of rapid warming. Journal of Experimental Marine Biology and Ecology 400:145-154.",South Pacific HLSBS west,Benthic invert. (other),Galeolaria caespitosa,Trailing,-27,153.5,1955,54,expansion,8.4,Equivocal,
"Poloczanska, E.S. et al. (2011). Little change in the distribution of rocky shore faunal communities on the East Australian coast after 50 years of rapid warming. Journal of Experimental Marine Biology and Ecology 400:145-154.",South Pacific HLSBS west,Benthic molluscs,Scutus anitpodes,Trailing,-25.9,153.3,1955,54,contraction,-62.2,Consistent,
"Poloczanska, E.S. et al. (2011). Little change in the distribution of rocky shore faunal communities on the East Australian coast after 50 years of rapid warming. Journal of Experimental Marine Biology and Ecology 400:145-154.",South Pacific HLSBS west,Benthic molluscs,Monodonta labio,Leading,-25.3,152.9,1955,54,no change,0,No change,
"Poloczanska, E.S. et al. (2011). Little change in the distribution of rocky shore faunal communities on the East Australian coast after 50 years of rapid warming. Journal of Experimental Marine Biology and Ecology 400:145-154.",South Pacific HLSBS west,Benthic molluscs,Turbo cinerus,Leading,-25.3,152.9,1955,54,expansion,11.1,Consistent,
"Poloczanska, E.S. et al. (2011). Little change in the distribution of rocky shore faunal communities on the East Australian coast after 50 years of rapid warming. Journal of Experimental Marine Biology and Ecology 400:145-154.",South Pacific HLSBS west,Benthic molluscs,Nerita albicella,Leading,-25.3,152.9,1955,54,no change,0,No change,
"Poloczanska, E.S. et al. (2011). Little change in the distribution of rocky shore faunal communities on the East Australian coast after 50 years of rapid warming. Journal of Experimental Marine Biology and Ecology 400:145-154.",South Pacific HLSBS west,Benthic molluscs,Nerita chaemeleon,Leading,-25.9,153.3,1955,54,expansion,15.8,Consistent,
"Poloczanska, E.S. et al. (2011). Little change in the distribution of rocky shore faunal communities on the East Australian coast after 50 years of rapid warming. Journal of Experimental Marine Biology and Ecology 400:145-154.",South Pacific HLSBS west,Benthic molluscs,Nerita costata,Leading,-27,153.5,1955,54,expansion,93.5,Consistent,
"Poloczanska, E.S. et al. (2011). Little change in the distribution of rocky shore faunal communities on the East Australian coast after 50 years of rapid warming. Journal of Experimental Marine Biology and Ecology 400:145-154.",South Pacific HLSBS west,Benthic molluscs,Nerita melanotragus,Trailing,-25.9,153.3,1955,54,no change,0,No change,
"Poloczanska, E.S. et al. (2011). Little change in the distribution of rocky shore faunal communities on the East Australian coast after 50 years of rapid warming. Journal of Experimental Marine Biology and Ecology 400:145-154.",South Pacific HLSBS west,Benthic molluscs,Cellana conciliata,Trailing,-26.8,153.4,1955,54,contraction,-41.7,Equivocal,
"Poloczanska, E.S. et al. (2011). Little change in the distribution of rocky shore faunal communities on the East Australian coast after 50 years of rapid warming. Journal of Experimental Marine Biology and Ecology 400:145-154.",South Pacific HLSBS west,Benthic molluscs,Cellana tramoserica,Trailing,-25.9,153.3,1955,54,expansion,72.4,Equivocal,
"Poloczanska, E.S. et al. (2011). Little change in the distribution of rocky shore faunal communities on the East Australian coast after 50 years of rapid warming. Journal of Experimental Marine Biology and Ecology 400:145-154.",South Pacific HLSBS west,Benthic molluscs,Notoacmea petterdi,Trailing,-26.8,153.4,1955,54,expansion,41.7,Equivocal,
"Poloczanska, E.S. et al. (2011). Little change in the distribution of rocky shore faunal communities on the East Australian coast after 50 years of rapid warming. Journal of Experimental Marine Biology and Ecology 400:145-154.",South Pacific HLSBS west,Benthic molluscs,Patelloida cryptalirita,Leading,-26.4,153.2,1955,54,expansion,24.3,Consistent,
"Poloczanska, E.S. et al. (2011). Little change in the distribution of rocky shore faunal communities on the East Australian coast after 50 years of rapid warming. Journal of Experimental Marine Biology and Ecology 400:145-154.",South Pacific HLSBS west,Benthic molluscs,Patelloida latistrigata,Leading,-28.1,153.5,1955,54,contraction,-68.7,Equivocal,
"Poloczanska, E.S. et al. (2011). Little change in the distribution of rocky shore faunal communities on the East Australian coast after 50 years of rapid warming. Journal of Experimental Marine Biology and Ecology 400:145-154.",South Pacific HLSBS west,Benthic molluscs,Patelloida saccharina stella,Leading,-26.8,153.4,1955,54,expansion,33.2,Consistent,
"Poloczanska, E.S. et al. (2011). Little change in the distribution of rocky shore faunal communities on the East Australian coast after 50 years of rapid warming. Journal of Experimental Marine Biology and Ecology 400:145-154.",South Pacific HLSBS west,Benthic molluscs,Littorina undulata,Leading,-26.8,153.4,1955,54,contraction,-17.8,Equivocal,
"Poloczanska, E.S. et al. (2011). Little change in the distribution of rocky shore faunal communities on the East Australian coast after 50 years of rapid warming. Journal of Experimental Marine Biology and Ecology 400:145-154.",South Pacific HLSBS west,Benthic molluscs,Austrolittorina unifasciata,Trailing,-26.4,153.2,1955,54,no change,0,No change,
"Poloczanska, E.S. et al. (2011). Little change in the distribution of rocky shore faunal communities on the East Australian coast after 50 years of rapid warming. Journal of Experimental Marine Biology and Ecology 400:145-154.",South Pacific HLSBS west,Benthic molluscs,Dicathais orbita,Trailing,-25.9,153.3,1955,54,no change,0,No change,
"Poloczanska, E.S. et al. (2011). Little change in the distribution of rocky shore faunal communities on the East Australian coast after 50 years of rapid warming. Journal of Experimental Marine Biology and Ecology 400:145-154.",South Pacific HLSBS west,Benthic molluscs,Siphonaria funiculata,Trailing,-27,153.5,1955,54,expansion,8.9,Equivocal,
"Poloczanska, E.S. et al. (2011). Little change in the distribution of rocky shore faunal communities on the East Australian coast after 50 years of rapid warming. Journal of Experimental Marine Biology and Ecology 400:145-154.",South Pacific HLSBS west,Benthic crustacea,Catomerus polymerus,Trailing,-28.1,153.5,1955,54,contraction,-26.8,Consistent,
"Poloczanska, E.S. et al. (2011). Little change in the distribution of rocky shore faunal communities on the East Australian coast after 50 years of rapid warming. Journal of Experimental Marine Biology and Ecology 400:145-154.",South Pacific HLSBS west,Benthic crustacea,Chamaesipho tasmanica,Trailing,-25.9,153.3,1955,54,contraction,-117.4,Consistent,
"Poloczanska, E.S. et al. (2011). Little change in the distribution of rocky shore faunal communities on the East Australian coast after 50 years of rapid warming. Journal of Experimental Marine Biology and Ecology 400:145-154.",South Pacific HLSBS west,Benthic crustacea,Chthamalus antennatus,Trailing,-25.9,153.2,1955,54,no change,0,No change,
"Poloczanska, E.S. et al. (2011). Little change in the distribution of rocky shore faunal communities on the East Australian coast after 50 years of rapid warming. Journal of Experimental Marine Biology and Ecology 400:145-154.",South Pacific HLSBS west,Benthic crustacea,Chthamalus malayensis,Leading,-30.5,153.1,1955,54,expansion,126.7,Consistent,
"Poloczanska, E.S. et al. (2011). Little change in the distribution of rocky shore faunal communities on the East Australian coast after 50 years of rapid warming. Journal of Experimental Marine Biology and Ecology 400:145-154.",South Pacific HLSBS west,Benthic crustacea,Chthamalus withersii,Leading,-31.6,152.9,1955,54,expansion,131.5,Consistent,
"Poloczanska, E.S. et al. (2011). Little change in the distribution of rocky shore faunal communities on the East Australian coast after 50 years of rapid warming. Journal of Experimental Marine Biology and Ecology 400:145-154.",South Pacific HLSBS west,Benthic crustacea,Austromegabalanus nigrescens,Trailing,-25.9,153.3,1955,54,contraction,-9.6,Consistent,
"Poloczanska, E.S. et al. (2011). Little change in the distribution of rocky shore faunal communities on the East Australian coast after 50 years of rapid warming. Journal of Experimental Marine Biology and Ecology 400:145-154.",South Pacific HLSBS west,Benthic crustacea,Tesseropora rosea,Trailing,-23,150.9,1955,54,contraction,-27.7,Consistent,
"Poloczanska, E.S. et al. (2011). Little change in the distribution of rocky shore faunal communities on the East Australian coast after 50 years of rapid warming. Journal of Experimental Marine Biology and Ecology 400:145-154.",South Pacific HLSBS west,Benthic invert. (other),Patiriella calcar,Trailing,-28.1,153.5,1955,54,contraction,-15.6,Consistent,
"Poloczanska, E.S. et al. (2011). Little change in the distribution of rocky shore faunal communities on the East Australian coast after 50 years of rapid warming. Journal of Experimental Marine Biology and Ecology 400:145-154.",South Pacific HLSBS west,Benthic invert. (other),Pyura praeputialis,Trailing,-25.9,153.3,1955,54,no change,0,No change,
"Quero, J. (1998). Changes in the Euro-Atlantic fish species composition resulting from fishing and ocean warming. Italian Journal of Zoology 65:493-499",North Atlantic HLSBS east,Bony fish,Zenopsis conchifera,Leading,55.5,-10,1966,30,expansion,685,Consistent,
"Quero, J. (1998). Changes in the Euro-Atlantic fish species composition resulting from fishing and ocean warming. Italian Journal of Zoology 65:493-499",North Atlantic HLSBS east,Bony fish,Cyttopsis roseus,Leading,52,-11,1963,33,expansion,472,Consistent,
"Quero, J. (1998). Changes in the Euro-Atlantic fish species composition resulting from fishing and ocean warming. Italian Journal of Zoology 65:493-499",North Atlantic HLSBS east,Bony fish,Upper slope fish,Leading,56,-13,1960,36,expansion,432,Consistent,
"Quero, J. (1998). Changes in the Euro-Atlantic fish species composition resulting from fishing and ocean warming. Italian Journal of Zoology 65:493-499",North Atlantic HLSBS east,Bony fish,Continental shelf fish,Leading,56,-13,1960,36,expansion,541,Consistent,
"Rivadeneira, M.M. and Fernandez, M. (2005) Shifts in southern endpoints of distribution in rocky intertidal species along the south-eastern Pacific coast. Journal of Biogeography 32: 203-209",South Pacific HLSBS west,Benthic molluscs,Scurria viridula  ,Leading,-30,-71.7,1962,39,expansion,55.13,Consistent,
"Rivadeneira, M.M. and Fernandez, M. (2005) Shifts in southern endpoints of distribution in rocky intertidal species along the south-eastern Pacific coast. Journal of Biogeography 32: 203-209",South Pacific HLSBS west,Benthic molluscs,Lottia orbignyi ,Leading,-30,-71.7,1975,26,expansion,137.69,Consistent,
"Rivadeneira, M.M. and Fernandez, M. (2005) Shifts in southern endpoints of distribution in rocky intertidal species along the south-eastern Pacific coast. Journal of Biogeography 32: 203-209",South Pacific HLSBS west,Benthic molluscs,benthic mollusc assemblage,Leading,-30,-71.7,1947,54,no change,0,No change,
"Rivadeneira, M.M. and Fernandez, M. (2005) Shifts in southern endpoints of distribution in rocky intertidal species along the south-eastern Pacific coast. Journal of Biogeography 32: 203-209",South Pacific HLSBS west,Benthic molluscs,Acanthopleura echinata ,Leading,-30,-71.7,1949,52,no change,0,No change,
"Rivadeneira, M.M. and Fernandez, M. (2005) Shifts in southern endpoints of distribution in rocky intertidal species along the south-eastern Pacific coast. Journal of Biogeography 32: 203-209",South Pacific HLSBS west,Benthic molluscs,Chiton granosus ,Leading,-30,-71.7,1958,43,no change,0,No change,
"Rivadeneira, M.M. and Fernandez, M. (2005) Shifts in southern endpoints of distribution in rocky intertidal species along the south-eastern Pacific coast. Journal of Biogeography 32: 203-209",South Pacific HLSBS west,Benthic molluscs,Fissurella costata ,Leading,-30,-71.7,1962,39,no change,0,No change,
"Rivadeneira, M.M. and Fernandez, M. (2005) Shifts in southern endpoints of distribution in rocky intertidal species along the south-eastern Pacific coast. Journal of Biogeography 32: 203-209",South Pacific HLSBS west,Benthic molluscs,Fissurella limbata ,Leading,-30,-71.7,1975,26,no change,0,No change,
"Rivadeneira, M.M. and Fernandez, M. (2005) Shifts in southern endpoints of distribution in rocky intertidal species along the south-eastern Pacific coast. Journal of Biogeography 32: 203-209",South Pacific HLSBS west,Benthic molluscs,Thais haematoma ,Leading,-30,-71.7,1947,54,contraction,-155.37,Equivocal,
"Rivadeneira, M.M. and Fernandez, M. (2005) Shifts in southern endpoints of distribution in rocky intertidal species along the south-eastern Pacific coast. Journal of Biogeography 32: 203-209",South Pacific HLSBS west,Benthic molluscs,Echinoittorina peruviana  ,Leading,-30,-71.7,1962,39,contraction,-138.72,Equivocal,
"Rivadeneira, M.M. and Fernandez, M. (2005) Shifts in southern endpoints of distribution in rocky intertidal species along the south-eastern Pacific coast. Journal of Biogeography 32: 203-209",South Pacific HLSBS west,Benthic molluscs,Fissurella crassa ,Leading,-30,-71.7,1962,39,contraction,-96.67,Equivocal,
"Rivadeneira, M.M. and Fernandez, M. (2005) Shifts in southern endpoints of distribution in rocky intertidal species along the south-eastern Pacific coast. Journal of Biogeography 32: 203-209",South Pacific HLSBS west,Benthic molluscs,Enoplochiton niger ,Leading,-30,-71.7,1949,52,contraction,-71.73,Equivocal,
"Sabates, A. et al. (2006). Sea warming and fish distribution: the case of the small pelagic fish, Sardinella aurita, in the western Mediterranean. Global Change Biology. 12: 2209-2219",Mediterranean Sea,Bony fish,Sardinella aurita,Leading,40,1,1950,55,expansion,40,Consistent,
"Sagarin, R. D. et al. (1999). Climate-related change in an intertidal community over short and long time scales. Ecological Monographs 69:465-490",North Pacific HLSBS west,Benthic molluscs,Serpulorbis squamigerus,Leading,37.46,-122.45,1966,31,expansion,53.12,Consistent,
"Sagarin, R. D. et al. (1999). Climate-related change in an intertidal community over short and long time scales. Ecological Monographs 69:465-490",North Pacific HLSBS west,Benthic molluscs,Lepidochitona hartwegii,Leading,41.84,-124.13,1954,40,expansion,151.75,Consistent,
"Swaby, S.E. and G.W. Potts (1999) The sailfin dory, a first British record. Journal of Fish Biology 54: 1338-1340",North Atlantic HLSBS east,Bony fish,Zenopsis conchifera,Leading,49.67,-4.33,1966,30,expansion,536.07,Consistent,
Wernberg T. et al. (2011) Seaweed communities in retreat from global warming. Current Biology I21:1828-1832,Indian HLSBS,Benthic algae,Laurencia elata,Trailing,-28.87,114.5,1951,50,contraction,-1.29,Consistent,
Wernberg T. et al. (2011) Seaweed communities in retreat from global warming. Current Biology I21:1828-1832,Indian HLSBS,Benthic algae,Pterocladia lucida,Trailing,-27.7,113.8,1951,50,contraction,-1.17,Consistent,
Wernberg T. et al. (2011) Seaweed communities in retreat from global warming. Current Biology I21:1828-1832,Indian HLSBS,Benthic algae,Craspedocarpus blepharicarpus,Trailing,-29.26,114.8,1951,50,contraction,-1.02,Consistent,
Wernberg T. et al. (2011) Seaweed communities in retreat from global warming. Current Biology I21:1828-1832,Indian HLSBS,Benthic algae,Euptilota articulata,Trailing,-27.71,113.8,1951,50,contraction,-0.97,Consistent,
Wernberg T. et al. (2011) Seaweed communities in retreat from global warming. Current Biology I21:1828-1832,Indian HLSBS,Benthic algae,Heterodoxia denticulata,Trailing,-27.71,113.8,1951,50,contraction,-0.76,Consistent,
Wernberg T. et al. (2011) Seaweed communities in retreat from global warming. Current Biology I21:1828-1832,Indian HLSBS,Benthic algae,Carpopeltis phyllophora,Trailing,-27.71,113.8,1951,50,contraction,-0.66,Consistent,
Wernberg T. et al. (2011) Seaweed communities in retreat from global warming. Current Biology I21:1828-1832,Indian HLSBS,Benthic algae,Bornetia binderiana,Trailing,-28.79,114.3,1951,50,contraction,-0.52,Consistent,
Wernberg T. et al. (2011) Seaweed communities in retreat from global warming. Current Biology I21:1828-1832,Indian HLSBS,Benthic algae,Kuetzingia canaliculata,Trailing,-28.79,114.3,1951,50,contraction,-0.46,Consistent,
Wernberg T. et al. (2011) Seaweed communities in retreat from global warming. Current Biology I21:1828-1832,Indian HLSBS,Benthic algae,Dictyopteris muelleri,Trailing,-28.79,114.3,1951,50,expansion,0.07,Equivocal,
Wernberg T. et al. (2011) Seaweed communities in retreat from global warming. Current Biology I21:1828-1832,Indian HLSBS,Benthic algae,Cladurus elatus,Trailing,-28.78,114.3,1951,50,expansion,0.13,Equivocal,
Wernberg T. et al. (2011) Seaweed communities in retreat from global warming. Current Biology I21:1828-1832,Indian HLSBS,Benthic algae,Caulerpa obscura,Trailing,-28.79,114.3,1951,50,expansion,0.32,Equivocal,
Wernberg T. et al. (2011) Seaweed communities in retreat from global warming. Current Biology I21:1828-1832,Indian HLSBS,Benthic algae,Dictyomenia sonderi,Trailing,-28.77,114.3,1951,50,expansion,0.4,Equivocal,
Wernberg T. et al. (2011) Seaweed communities in retreat from global warming. Current Biology I21:1828-1832,Indian HLSBS,Benthic algae,Metamastophora flabellata,Trailing,-28.77,114.3,1951,50,expansion,0.4,Equivocal,
Wernberg T. et al. (2011) Seaweed communities in retreat from global warming. Current Biology I21:1828-1832,Indian HLSBS,Benthic algae,Caulocystis uvifera,Trailing,-28.93,114.3,1951,50,expansion,0.73,Equivocal,
Wernberg T. et al. (2011) Seaweed communities in retreat from global warming. Current Biology I21:1828-1832,Indian HLSBS,Benthic algae,Zonaria turneriana,Trailing,-29.28,114.9,1951,50,expansion,1.58,Equivocal,
Wernberg T. et al. (2011) Seaweed communities in retreat from global warming. Current Biology I21:1828-1832,Indian HLSBS,Benthic algae,Cystophora brownii,Trailing,-29.28,114.9,1951,50,contraction,-4.77,Consistent,
Wernberg T. et al. (2011) Seaweed communities in retreat from global warming. Current Biology I21:1828-1832,Indian HLSBS,Benthic algae,Carpopeltis elata,Trailing,-28.78,114.3,1951,50,contraction,-3.24,Consistent,
Wernberg T. et al. (2011) Seaweed communities in retreat from global warming. Current Biology I21:1828-1832,Indian HLSBS,Benthic algae,Griffithsia teges,Trailing,-28.72,114.3,1951,50,contraction,-3.11,Consistent,
Wernberg T. et al. (2011) Seaweed communities in retreat from global warming. Current Biology I21:1828-1832,Indian HLSBS,Benthic algae,Plocamium preissianum,Trailing,-27.71,113.8,1951,50,contraction,-2.83,Consistent,
Wernberg T. et al. (2011) Seaweed communities in retreat from global warming. Current Biology I21:1828-1832,Indian HLSBS,Benthic algae,Caulerpa sedoides,Trailing,-28.92,114.3,1951,50,contraction,-2.53,Consistent,
Wernberg T. et al. (2011) Seaweed communities in retreat from global warming. Current Biology I21:1828-1832,Indian HLSBS,Benthic algae,Erythroclonium muelleri,Trailing,-28.79,114.3,1951,50,contraction,-1.77,Consistent,
Wernberg T. et al. (2011) Seaweed communities in retreat from global warming. Current Biology I21:1828-1832,Indian HLSBS,Benthic algae,Caulerpa flexilis,Trailing,-28.87,114.3,1951,50,contraction,-1.61,Consistent,
Wernberg T. et al. (2011) Seaweed communities in retreat from global warming. Current Biology I21:1828-1832,Indian HLSBS,Benthic algae,Scytothalia doryocarpa,Trailing,-28.74,114.3,1951,50,contraction,-1.6,Consistent,
Wernberg T. et al. (2011) Seaweed communities in retreat from global warming. Current Biology I21:1828-1832,Indian HLSBS,Benthic algae,Thuretia quercifolia,Trailing,-28.79,114.3,1951,50,contraction,-1.35,Consistent,
Wernberg T. et al. (2011) Seaweed communities in retreat from global warming. Current Biology I21:1828-1832,Indian HLSBS,Benthic algae,Gigartina disticha,Trailing,-29.26,114.8,1951,50,contraction,-1.02,Consistent,
Wernberg T. et al. (2011) Seaweed communities in retreat from global warming. Current Biology I21:1828-1832,Indian HLSBS,Benthic algae,Dasyclonium incisum,Trailing,-27.7,113.8,1951,50,contraction,-0.68,Consistent,
Wernberg T. et al. (2011) Seaweed communities in retreat from global warming. Current Biology I21:1828-1832,Indian HLSBS,Benthic algae,Metagoniolithon chara,Trailing,-27.7,113.8,1951,50,contraction,-0.68,Consistent,
Wernberg T. et al. (2011) Seaweed communities in retreat from global warming. Current Biology I21:1828-1832,Indian HLSBS,Benthic algae,Callophycus oppositifolius,Trailing,-27.77,113.8,1951,50,contraction,-0.6,Consistent,
Wernberg T. et al. (2011) Seaweed communities in retreat from global warming. Current Biology I21:1828-1832,Indian HLSBS,Benthic algae,Pollexfenia lobata,Trailing,-28.79,114.3,1951,50,contraction,-0.49,Consistent,
Wernberg T. et al. (2011) Seaweed communities in retreat from global warming. Current Biology I21:1828-1832,Indian HLSBS,Benthic algae,Dictyomenia tridens,Trailing,-28.78,114.3,1951,50,contraction,-0.47,Consistent,
Wernberg T. et al. (2011) Seaweed communities in retreat from global warming. Current Biology I21:1828-1832,Indian HLSBS,Benthic algae,Dictyota fastigiata,Trailing,-29.25,114.8,1951,50,contraction,-0.05,Consistent,
Wernberg T. et al. (2011) Seaweed communities in retreat from global warming. Current Biology I21:1828-1832,Indian HLSBS,Benthic algae,Platythalia angustifolia,Trailing,-29.25,114.8,1951,50,contraction,-0.02,Consistent,
Wernberg T. et al. (2011) Seaweed communities in retreat from global warming. Current Biology I21:1828-1832,Indian HLSBS,Benthic algae,Claviclonium ovatum,Trailing,-28.75,114.3,1951,50,no change,0,No change,
Wernberg T. et al. (2011) Seaweed communities in retreat from global warming. Current Biology I21:1828-1832,Indian HLSBS,Benthic algae,Myriodesma quercifolium,Trailing,-27.7,114,1951,50,expansion,0.01,Equivocal,
Wernberg T. et al. (2011) Seaweed communities in retreat from global warming. Current Biology I21:1828-1832,Indian HLSBS,Benthic algae,Osmundaria prolifera,Trailing,-28.76,114.5,1951,50,expansion,0.03,Equivocal,
Wernberg T. et al. (2011) Seaweed communities in retreat from global warming. Current Biology I21:1828-1832,Indian HLSBS,Benthic algae,Vidalia spiralis,Trailing,-28.73,114.5,1951,50,expansion,0.05,Equivocal,
Wernberg T. et al. (2011) Seaweed communities in retreat from global warming. Current Biology I21:1828-1832,Indian HLSBS,Benthic algae,Caulerpa simpliciuscula,Trailing,-28.48,114.5,1951,50,expansion,0.31,Equivocal,
Wernberg T. et al. (2011) Seaweed communities in retreat from global warming. Current Biology I21:1828-1832,Indian HLSBS,Benthic algae,Pachydictyon paniculatum,Trailing,-28.47,114.5,1951,50,expansion,0.32,Equivocal,
Wernberg T. et al. (2011) Seaweed communities in retreat from global warming. Current Biology I21:1828-1832,Indian HLSBS,Benthic algae,Nizymenia conferta,Trailing,-28.42,114.5,1951,50,expansion,0.36,Equivocal,
Wernberg T. et al. (2011) Seaweed communities in retreat from global warming. Current Biology I21:1828-1832,Indian HLSBS,Benthic algae,Scaberia agardhii,Trailing,-28.37,114.5,1951,50,expansion,0.37,Equivocal,
Wernberg T. et al. (2011) Seaweed communities in retreat from global warming. Current Biology I21:1828-1832,Indian HLSBS,Benthic algae,Metagoniolithon stelliferum,Trailing,-28.38,114.5,1951,50,expansion,0.41,Equivocal,
Wernberg T. et al. (2011) Seaweed communities in retreat from global warming. Current Biology I21:1828-1832,Indian HLSBS,Benthic algae,Dicranema revolutum,Trailing,-28.37,114.5,1951,50,expansion,0.42,Equivocal,
Wernberg T. et al. (2011) Seaweed communities in retreat from global warming. Current Biology I21:1828-1832,Indian HLSBS,Benthic algae,Hypnea ramentacea,Trailing,-28.37,114.5,1951,50,expansion,0.42,Equivocal,
Wernberg T. et al. (2011) Seaweed communities in retreat from global warming. Current Biology I21:1828-1832,Indian HLSBS,Benthic algae,Ceramium puberulum,Trailing,-28.42,114.5,1951,50,expansion,0.85,Equivocal,
Wernberg T. et al. (2011) Seaweed communities in retreat from global warming. Current Biology I21:1828-1832,Indian HLSBS,Benthic algae,Glossophora nigricans,Trailing,-28.38,114.5,1951,50,expansion,0.87,Equivocal,
Wernberg T. et al. (2011) Seaweed communities in retreat from global warming. Current Biology I21:1828-1832,Indian HLSBS,Benthic algae,Gracilaria hermonii,Trailing,-27.25,153,1951,50,contraction,-2.84,Consistent,
Wernberg T. et al. (2011) Seaweed communities in retreat from global warming. Current Biology I21:1828-1832,Indian HLSBS,Benthic algae,Dilophus marginatus,Trailing,-26.42,153,1951,50,contraction,-1.95,Consistent,
Wernberg T. et al. (2011) Seaweed communities in retreat from global warming. Current Biology I21:1828-1832,Indian HLSBS,Benthic algae,Haliptilon roseum,Trailing,-28.72,153,1951,50,contraction,-1.92,Consistent,
Wernberg T. et al. (2011) Seaweed communities in retreat from global warming. Current Biology I21:1828-1832,Indian HLSBS,Benthic algae,Martensia fragilis,Trailing,-28.8,153,1951,50,expansion,1.57,Equivocal,
Wernberg T. et al. (2011) Seaweed communities in retreat from global warming. Current Biology I21:1828-1832,Indian HLSBS,Benthic algae,Amphiroa anceps,Trailing,-26.8,153,1951,50,contraction,-1.92,Consistent,
Wernberg T. et al. (2011) Seaweed communities in retreat from global warming. Current Biology I21:1828-1832,Indian HLSBS,Benthic algae,Champia parvula,Trailing,-27.22,153,1951,50,contraction,-1.42,Consistent,
Wernberg T. et al. (2011) Seaweed communities in retreat from global warming. Current Biology I21:1828-1832,Indian HLSBS,Benthic algae,Dictyopteris acrostichoides,Trailing,-28.63,153,1951,50,contraction,-1.4,Consistent,
"Wethey, D. S. and S. A. Woodin. (2008). Ecological hindcasting of biogeographic responses to climate change in the European intertidal zone. Hydrobiologia 606:139-151.",North Atlantic HLSBS east,Benthic crustacea,Semibalanus balanoides ,Trailing,43,-9.3,1972,35,contraction,-10,Consistent,
